11010N,1001 W Nevada,40.105962300000,-88.220891600000
11203/,1203 1/2 W Nevada,40.105532200000,-88.224443500000
11205N,1205 W Nevada,40.105677400000,-88.224689000000
11205O,1205 W Oregon,40.106970400000,-88.223933600000
11207O,1207 W Oregon,40.106688900000,-88.224825600000
1505GR,505 E Green,40.110366900000,-88.213787900000
1901OR,901 W Oregon,40.106753100000,-88.219465100000
1907/N,907 1/2 W Nevada,40.105968500000,-88.219718000000
1ABL,Agricultural Bioprocess Laboratory,40.100652300000,-88.217574100000
1ACESL,"ACES Library, Information and Alumni Center",40.102828000000,-88.225121500000
1ADB,Art and Design Building,40.101473800000,-88.234438700000
1AEA1,"Art East Annex, Studio 1",40.101836400000,-88.225263100000
1AEA2,"Art East Annex, Studio 2",40.102023400000,-88.224695900000
1AESB,Agriculture Engineering Sciences Building,40.101810400000,-88.226810000000
1AH,Atkins Building,40.093915000000,-88.239225000000
1ALLEN,Allen Residence Hall,40.104133200000,-88.220942800000
1ARC,Activities and Recreation Center,40.101312600000,-88.236018000000
1ARCH,Architecture Building,40.103356500000,-88.229084800000
1ARMRY,Armory,40.104658800000,-88.232827900000
1ASL,Animal Sciences Laboratory,40.104017400000,-88.224706200000
1ASTR,Astronomy Building,40.110873800000,-88.220895500000
1ATSB,Atmospheric Sciences Building,40.111827200000,-88.220958400000
1BEV,Bevier Hall,40.104715300000,-88.224309600000
1BI,Beckman Institute,40.115804500000,-88.227512600000
1BIF,Business Instructional Facility (BIF),40.103582000000,-88.230920800000
1BUR,Burrill Hall,40.109161600000,-88.224835900000
1CAB,Computing Applications Building,40.112415000000,-88.229873400000
1CB,Ceramics Building,40.111861000000,-88.224233800000
1CDL,Child Development Lab,40.105610400000,-88.221924400000
1CEHL,Civil Eng Hydrosystems Lab,40.114367900000,-88.226078200000
1CERFA,Ceramics Facility,40.111540900000,-88.224247000000
1CHRSH,Doris Kelley Christopher Hall,40.106279600000,-88.219634400000
1CLSL,Chemical and Life Sciences Lab,40.107761400000,-88.224505800000
1CRC,Children's Research Center,40.106006300000,-88.221373300000
1CRCE,Campus Recreation Center East,40.104676600000,-88.221764900000
1CROC,Campus Rec Outdoor Center,40.104100000000,-88.236561900000
1CSL,Coordinated Science Lab,40.114953900000,-88.226721100000
1DANCE,905 W Nevada,40.105666400000,-88.219936000000
1DCL,Digital Computer Laboratory,40.113138400000,-88.226661500000
1DH,Davenport Hall,40.107313900000,-88.226180100000
1DKH,David Kinley Hall,40.103610600000,-88.228422300000
1EB,English Building,40.107597900000,-88.228204600000
1ECEB,ECE Building,40.114805800000,-88.228058700000
1EDUC,Education Building,40.102181200000,-88.229639000000
1EH,Engineering Hall,40.110859100000,-88.226884600000
1ESB,Engineering Sciences Building,40.112433000000,-88.223076800000
1EVRT,Everitt Elec & Comp Engr Lab,40.110908400000,-88.228256400000
1FA,Foellinger Auditorium,40.106035300000,-88.226922700000
1FARFS,FAR- Food Service Building,40.099273800000,-88.221412300000
1FH,Freer Hall,40.104808000000,-88.223008200000
1FLAGG,Flagg Hall,40.102792200000,-88.233969300000
1FLB,Foreign Languages Building,40.106255400000,-88.226183100000
1GELIB,Grainger Engineering Library,40.112499700000,-88.226917200000
1GH,Gregory Hall,40.105777900000,-88.228390200000
1GSLIS,Grad Sch of Lib & Info Science,40.107666700000,-88.231552100000
1HAB,Henry Administration Building,40.108383200000,-88.228204900000
1HDG,Harding Band Building,40.104623700000,-88.230453400000
1HUFF,Huff Hall,40.103539500000,-88.232935800000
1ICEA,Ice Arena,40.105831500000,-88.232463200000
1IGB,Institute of Gov & Public Affairs Building,40.105634600000,-88.221301800000
1IH,Illini Hall,40.109462100000,-88.229092900000
1ILIR,Institute of Labor & Industrial Relations,40.105678000000,-88.231593400000
1ISB,International Studies Building,40.107211300000,-88.231624400000
1ISRL,Illinois Street Residence Lounge,40.109824500000,-88.221366200000
1IU,Illini Union,40.109789000000,-88.227261000000
1JAPAN,Japan House,40.090474700000,-88.218960100000
1KAM,Krannert Art Museum,40.101862000000,-88.231737100000
1KCPA,Krannert Center for Performing Arts,40.108023200000,-88.222730300000
1KH,Ceramics Kiln House,40.111379400000,-88.224637500000
1LAW,College of Law,40.100992300000,-88.231533300000
1LH,Lincoln Hall,40.106643000000,-88.228379700000
1LIB,Library,40.104730100000,-88.228798100000
1LMS,Loomis Laboratory,40.110944100000,-88.223583600000
1MEB,Mechanical Engineering Building,40.110537300000,-88.224795800000
1MEL,Mechanical Engineering Laboratory,40.111667100000,-88.225986600000
1MH,Mumford Hall,40.103673800000,-88.226534700000
1MOR,Morrill Hall,40.108770600000,-88.224535000000
1MSEB,Materials Science and Engineering Bldg,40.110757400000,-88.225874300000
1MSL,Meat Science Laboratory,40.099414000000,-88.223111800000
1MUSIC,Music Building,40.106595400000,-88.222867800000
1NCEB,Newmark Civil Engineering Bldg,40.114367900000,-88.226078200000
1NCSA,National Center for Supercomputing Applications,40.114916100000,-88.224864200000
1NOBLE,Noble Hall,40.102317200000,-88.234210000000
1NOYES,Noyes Laboratory,40.108386300000,-88.226040000000
1NRAL,Nuclear Radiations Laboratory,40.111195400000,-88.224500000000
1NSRC,National Soybean Research Center,40.101176100000,-88.222598400000
1PLB,Pennsylvania Lounge -PAR,40.099702800000,-88.220933400000
1PSL,Plant Sciences Laboratory,40.102454400000,-88.222784800000
1PSYCH,Psychology Laboratory,40.107658100000,-88.229948400000
1RAL,Roger Adams Laboratory,40.107465600000,-88.224721100000
1RICHS,Richmond Studio,40.114504600000,-88.223074300000
1SHS,Sculpture Building,40.088559100000,-88.242563000000
1SIEBL,Siebel Center,40.113802800000,-88.224905200000
1SMITH,Smith Memorial Hall,40.105785800000,-88.226236900000
1STKPV,Stock Pavilion,40.101017100000,-88.227180800000
1TB,Transportation Building,40.111615400000,-88.225191800000
1TH,Turner Hall,40.102654000000,-88.223798000000
1THBH,Temple Hoyne Buell Hall,40.102080800000,-88.228076100000
1TL,Talbot Laboratory,40.111860800000,-88.228196100000
1UGLIB,Undergraduate Library,40.104705000000,-88.227516800000
1VMBSB,Vet Med Basic Sciences Building,40.092722800000,-88.220996600000
1VMTH,Veterinary Teaching Hospital,40.091877600000,-88.222745100000
1WESTN,Weston Hall,40.102983800000,-88.235290800000
1WOHLR,Wohlers Hall,40.103510200000,-88.230065700000
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
